id_student,modules,n_modules
34087,"[""Technology Studies""]",1
34229,"[""Humanities""]",1
34293,"[""Engineering""]",1
34353,"[""Humanities""]",1
34431,"[""Humanities""]",1
34653,"[""Technology Studies""]",1
34662,"[""Humanities""]",1
34694,"[""Humanities""]",1
34731,"[""Engineering""]",1
34756,"[""Humanities""]",1
34863,"[""Humanities""]",1
35001,"[""Education Studies""]",1
35340,"[""Mathematics""]",1
35355,"[""Computing & IT"", ""Mathematics""]",2
35502,"[""Technology Studies""]",1
35508,"[""Computing & IT"", ""Mathematics""]",2
35544,"[""Engineering""]",1
35747,"[""Engineering""]",1
35796,"[""Engineering""]",1
35812,"[""Humanities""]",1
35859,"[""Technology Studies""]",1
35860,"[""Engineering""]",1
36347,"[""Engineering""]",1
36385,"[""Engineering"", ""Technology Studies""]",2
36842,"[""Engineering""]",1
37298,"[""Engineering""]",1
37622,"[""Humanities""]",1
37652,"[""Computing & IT""]",1
38053,"[""Social Sciences Foundation""]",1
38187,"[""Education Studies""]",1
38234,"[""Humanities""]",1
38711,"[""Humanities""]",1
38941,"[""Humanities""]",1
39208,"[""Humanities"", ""Technology Studies""]",2
39411,"[""Technology Studies""]",1
39427,"[""Technology Studies""]",1
39655,"[""Humanities""]",1
39660,"[""Technology Studies""]",1
39882,"[""Engineering""]",1
40184,"[""Technology Studies""]",1
40333,"[""Computing & IT""]",1
40419,"[""Technology Studies""]",1
40508,"[""Mathematics""]",1
40563,"[""Technology Studies""]",1
40604,"[""Computing & IT""]",1
40857,"[""Engineering""]",1
40878,"[""Engineering""]",1
41060,"[""Technology Studies""]",1
41414,"[""Education Studies""]",1
41489,"[""Engineering""]",1
41547,"[""Humanities""]",1
42552,"[""Engineering""]",1
42616,"[""Engineering""]",1
42638,"[""Computing & IT"", ""Mathematics""]",2
42668,"[""Engineering""]",1
42746,"[""Computing & IT"", ""Engineering""]",2
42818,"[""Technology Studies""]",1
43011,"[""Engineering""]",1
43273,"[""Engineering""]",1
43284,"[""Technology Studies""]",1
43430,"[""Engineering""]",1
43564,"[""Mathematics""]",1
43958,"[""Engineering""]",1
45423,"[""Engineering""]",1
45462,"[""Social Sciences Foundation""]",1
45642,"[""Social Sciences Foundation""]",1
45664,"[""Computing & IT"", ""Technology Studies""]",2
46016,"[""Technology Studies""]",1
46048,"[""Mathematics""]",1
46148,"[""Engineering""]",1
46605,"[""Computing & IT""]",1
46633,"[""Technology Studies""]",1
46705,"[""Computing & IT""]",1
46753,"[""Technology Studies""]",1
46812,"[""Technology Studies""]",1
46844,"[""Social Sciences Foundation""]",1
47061,"[""Mathematics""]",1
47063,"[""Technology Studies""]",1
47855,"[""Humanities""]",1
47861,"[""Engineering""]",1
47891,"[""Humanities""]",1
47924,"[""Engineering""]",1
48040,"[""Humanities""]",1
48152,"[""Technology Studies""]",1
48503,"[""Humanities""]",1
48635,"[""Computing & IT"", ""Engineering""]",2
49095,"[""Engineering""]",1
49119,"[""Computing & IT"", ""Technology Studies""]",2
49123,"[""Education Studies""]",1
49530,"[""Technology Studies""]",1
49670,"[""Engineering""]",1
50069,"[""Humanities""]",1
50263,"[""Computing & IT"", ""Engineering""]",2
50309,"[""Technology Studies""]",1
50476,"[""Technology Studies""]",1
50487,"[""Engineering""]",1
50610,"[""Technology Studies""]",1
50619,"[""Technology Studies""]",1
50993,"[""Humanities""]",1
51030,"[""Technology Studies""]",1
51033,"[""Technology Studies""]",1
51153,"[""Technology Studies""]",1
51163,"[""Technology Studies""]",1
51253,"[""Technology Studies""]",1
51301,"[""Humanities""]",1
51485,"[""Engineering""]",1
51576,"[""Computing & IT"", ""Engineering""]",2
51955,"[""Technology Studies""]",1
52014,"[""Technology Studies""]",1
52130,"[""Social Sciences Foundation""]",1
52275,"[""Engineering""]",1
52426,"[""Humanities""]",1
52494,"[""Technology Studies""]",1
52702,"[""Education Studies""]",1
52765,"[""Social Sciences Foundation""]",1
52797,"[""Humanities""]",1
52899,"[""Humanities""]",1
53025,"[""Social Sciences Foundation""]",1
53136,"[""Engineering""]",1
53166,"[""Engineering""]",1
53197,"[""Engineering""]",1
53236,"[""Humanities""]",1
53300,"[""Computing & IT""]",1
53360,"[""Humanities""]",1
53488,"[""Technology Studies""]",1
53626,"[""Engineering""]",1
53632,"[""Technology Studies""]",1
53709,"[""Engineering""]",1
53895,"[""Technology Studies""]",1
54062,"[""Computing & IT"", ""Mathematics""]",2
54388,"[""Humanities""]",1
54391,"[""Computing & IT""]",1
54739,"[""Engineering""]",1
54772,"[""Engineering""]",1
54810,"[""Technology Studies""]",1
54867,"[""Engineering""]",1
54882,"[""Engineering""]",1
55013,"[""Engineering""]",1
55026,"[""Humanities""]",1
55104,"[""Social Sciences Foundation""]",1
55242,"[""Technology Studies""]",1
55419,"[""Engineering""]",1
55450,"[""Engineering""]",1
55968,"[""Humanities""]",1
56340,"[""Humanities""]",1
56637,"[""Engineering""]",1
56667,"[""Engineering""]",1
56789,"[""Humanities""]",1
57079,"[""Humanities""]",1
57227,"[""Technology Studies""]",1
57285,"[""Humanities""]",1
57340,"[""Computing & IT""]",1
57359,"[""Technology Studies""]",1
57369,"[""Humanities""]",1
57506,"[""Social Sciences Foundation""]",1
57818,"[""Technology Studies""]",1
57844,"[""Engineering""]",1
58071,"[""Social Sciences Foundation""]",1
58077,"[""Engineering""]",1
58089,"[""Humanities""]",1
58221,"[""Engineering""]",1
58316,"[""Social Sciences Foundation""]",1
58520,"[""Humanities""]",1
58549,"[""Engineering""]",1
58617,"[""Technology Studies""]",1
58640,"[""Engineering""]",1
58653,"[""Humanities""]",1
58731,"[""Technology Studies""]",1
58873,"[""Social Sciences Foundation""]",1
58884,"[""Engineering""]",1
59185,"[""Social Sciences Foundation""]",1
59272,"[""Humanities""]",1
59275,"[""Technology Studies""]",1
59370,"[""Technology Studies""]",1
59541,"[""Computing & IT""]",1
59725,"[""Humanities""]",1
60135,"[""Technology Studies""]",1
60162,"[""Education Studies""]",1
60405,"[""Education Studies""]",1
60416,"[""Humanities""]",1
60519,"[""Engineering""]",1
60809,"[""Computing & IT"", ""Mathematics""]",2
60830,"[""Humanities""]",1
61118,"[""Humanities""]",1
61227,"[""Computing & IT""]",1
61236,"[""Computing & IT""]",1
61297,"[""Engineering""]",1
61352,"[""Humanities""]",1
61911,"[""Technology Studies""]",1
62034,"[""Mathematics""]",1
62155,"[""Social Sciences Foundation""]",1
62278,"[""Computing & IT""]",1
62487,"[""Social Sciences Foundation""]",1
62631,"[""Humanities""]",1
62975,"[""Education Studies""]",1
63015,"[""Technology Studies""]",1
63044,"[""Humanities""]",1
63112,"[""Engineering"", ""Mathematics""]",2
63165,"[""Social Sciences Foundation""]",1
63295,"[""Engineering""]",1
63371,"[""Computing & IT""]",1
63400,"[""Social Sciences Foundation""]",1
63467,"[""Humanities""]",1
63566,"[""Technology Studies""]",1
63721,"[""Humanities""]",1
63827,"[""Technology Studies""]",1
63856,"[""Technology Studies""]",1
63949,"[""Education Studies""]",1
63958,"[""Engineering""]",1
64246,"[""Humanities""]",1
64275,"[""Humanities""]",1
64296,"[""Computing & IT"", ""Mathematics""]",2
64388,"[""Engineering""]",1
64427,"[""Engineering""]",1
64450,"[""Technology Studies""]",1
64767,"[""Technology Studies""]",1
64777,"[""Engineering""]",1
64901,"[""Education Studies""]",1
65002,"[""Social Sciences Foundation""]",1
65656,"[""Engineering""]",1
65807,"[""Humanities""]",1
66047,"[""Technology Studies""]",1
66254,"[""Computing & IT""]",1
66451,"[""Engineering""]",1
66577,"[""Technology Studies""]",1
66579,"[""Technology Studies""]",1
66713,"[""Mathematics""]",1
66892,"[""Engineering""]",1
67182,"[""Education Studies""]",1
67471,"[""Technology Studies""]",1
67505,"[""Technology Studies""]",1
67539,"[""Mathematics""]",1
67602,"[""Technology Studies""]",1
67685,"[""Computing & IT"", ""Mathematics""]",2
67781,"[""Technology Studies""]",1
67785,"[""Technology Studies""]",1
67863,"[""Humanities""]",1
67986,"[""Engineering""]",1
68011,"[""Technology Studies""]",1
68107,"[""Engineering""]",1
68208,"[""Engineering""]",1
68376,"[""Technology Studies""]",1
68417,"[""Technology Studies""]",1
68556,"[""Humanities""]",1
69239,"[""Mathematics"", ""Technology Studies""]",2
69346,"[""Engineering""]",1
69439,"[""Engineering""]",1
69489,"[""Computing & IT"", ""Technology Studies""]",2
69491,"[""Technology Studies""]",1
69494,"[""Computing & IT""]",1
69703,"[""Computing & IT""]",1
69843,"[""Humanities""]",1
70011,"[""Social Sciences Foundation""]",1
70214,"[""Computing & IT"", ""Mathematics""]",2
70381,"[""Computing & IT""]",1
70464,"[""Social Sciences Foundation""]",1
70495,"[""Computing & IT"", ""Engineering""]",2
70537,"[""Mathematics""]",1
70569,"[""Humanities""]",1
70608,"[""Humanities""]",1
70750,"[""Humanities""]",1
70771,"[""Computing & IT""]",1
70827,"[""Mathematics""]",1
71159,"[""Engineering""]",1
71209,"[""Technology Studies""]",1
71252,"[""Engineering""]",1
71275,"[""Engineering""]",1
71361,"[""Social Sciences Foundation""]",1
71433,"[""Humanities""]",1
71504,"[""Humanities""]",1
71578,"[""Engineering""]",1
71676,"[""Technology Studies""]",1
71723,"[""Computing & IT"", ""Technology Studies""]",2
71897,"[""Engineering""]",1
72057,"[""Humanities""]",1
72070,"[""Humanities""]",1
72114,"[""Engineering""]",1
72349,"[""Humanities""]",1
72400,"[""Humanities""]",1
72451,"[""Technology Studies""]",1
72609,"[""Computing & IT""]",1
72693,"[""Engineering""]",1
72864,"[""Engineering""]",1
73019,"[""Technology Studies""]",1
73489,"[""Humanities""]",1
73584,"[""Humanities""]",1
73664,"[""Computing & IT"", ""Technology Studies""]",2
73874,"[""Humanities""]",1
74113,"[""Engineering""]",1
74130,"[""Technology Studies""]",1
74165,"[""Engineering""]",1
74169,"[""Humanities""]",1
74290,"[""Computing & IT""]",1
74372,"[""Social Sciences Foundation""]",1
74502,"[""Technology Studies""]",1
74521,"[""Engineering""]",1
74524,"[""Engineering""]",1
74574,"[""Humanities""]",1
74585,"[""Humanities""]",1
74695,"[""Humanities""]",1
74734,"[""Humanities""]",1
75091,"[""Social Sciences Foundation""]",1
75107,"[""Engineering""]",1
75118,"[""Humanities""]",1
75255,"[""Social Sciences Foundation""]",1
75309,"[""Technology Studies""]",1
75399,"[""Humanities""]",1
75427,"[""Technology Studies""]",1
75442,"[""Education Studies""]",1
75454,"[""Computing & IT""]",1
75469,"[""Computing & IT"", ""Technology Studies""]",2
75728,"[""Computing & IT""]",1
76081,"[""Technology Studies""]",1
76196,"[""Humanities""]",1
76536,"[""Technology Studies""]",1
76579,"[""Mathematics""]",1
76949,"[""Computing & IT""]",1
77241,"[""Technology Studies""]",1
77367,"[""Social Sciences Foundation""]",1
77692,"[""Engineering""]",1
77744,"[""Engineering""]",1
77746,"[""Engineering""]",1
77763,"[""Technology Studies""]",1
77845,"[""Engineering""]",1
77995,"[""Engineering""]",1
77998,"[""Engineering""]",1
78170,"[""Technology Studies""]",1
78255,"[""Humanities""]",1
78645,"[""Humanities""]",1
79261,"[""Engineering""]",1
79378,"[""Humanities""]",1
79403,"[""Social Sciences Foundation""]",1
79461,"[""Computing & IT""]",1
79610,"[""Engineering""]",1
79683,"[""Engineering""]",1
80001,"[""Humanities""]",1
80243,"[""Computing & IT""]",1
80329,"[""Computing & IT"", ""Technology Studies""]",2
80358,"[""Mathematics""]",1
80438,"[""Engineering""]",1
80448,"[""Education Studies""]",1
80491,"[""Computing & IT""]",1
80717,"[""Humanities""]",1
80745,"[""Engineering""]",1
80775,"[""Technology Studies""]",1
80868,"[""Computing & IT"", ""Technology Studies""]",2
80886,"[""Engineering""]",1
81216,"[""Engineering""]",1
81351,"[""Technology Studies""]",1
81536,"[""Engineering""]",1
81754,"[""Education Studies""]",1
82088,"[""Technology Studies""]",1
82201,"[""Engineering""]",1
82341,"[""Education Studies""]",1
82535,"[""Humanities""]",1
82556,"[""Engineering""]",1
82575,"[""Computing & IT""]",1
82611,"[""Humanities""]",1
82741,"[""Humanities""]",1
82817,"[""Engineering""]",1
83219,"[""Computing & IT"", ""Mathematics""]",2
83254,"[""Humanities""]",1
83453,"[""Computing & IT""]",1
83553,"[""Technology Studies""]",1
83588,"[""Technology Studies""]",1
83603,"[""Engineering""]",1
84051,"[""Engineering""]",1
84245,"[""Humanities""]",1
84299,"[""Computing & IT"", ""Engineering""]",2
84541,"[""Humanities""]",1
84576,"[""Technology Studies""]",1
84604,"[""Engineering""]",1
84605,"[""Technology Studies""]",1
84664,"[""Humanities""]",1
84812,"[""Humanities""]",1
85092,"[""Social Sciences Foundation""]",1
85144,"[""Social Sciences Foundation""]",1
85216,"[""Technology Studies""]",1
85241,"[""Engineering""]",1
85302,"[""Social Sciences Foundation""]",1
85304,"[""Technology Studies""]",1
85325,"[""Technology Studies""]",1
85874,"[""Engineering""]",1
86047,"[""Computing & IT"", ""Technology Studies""]",2
86291,"[""Humanities""]",1
86538,"[""Engineering""]",1
86669,"[""Engineering""]",1
87042,"[""Engineering""]",1
87107,"[""Technology Studies""]",1
87152,"[""Engineering""]",1
87264,"[""Engineering""]",1
87322,"[""Engineering""]",1
87431,"[""Social Sciences Foundation""]",1
87604,"[""Humanities""]",1
87732,"[""Humanities""]",1
87929,"[""Education Studies""]",1
88340,"[""Humanities""]",1
88439,"[""Technology Studies""]",1
88490,"[""Technology Studies""]",1
88568,"[""Mathematics""]",1
88580,"[""Humanities""]",1
88758,"[""Computing & IT""]",1
88781,"[""Engineering""]",1
88910,"[""Technology Studies""]",1
88957,"[""Engineering""]",1
89051,"[""Technology Studies""]",1
89092,"[""Humanities""]",1
89188,"[""Technology Studies""]",1
89545,"[""Mathematics""]",1
89727,"[""Technology Studies""]",1
89778,"[""Humanities""]",1
89850,"[""Humanities""]",1
89895,"[""Engineering""]",1
89904,"[""Technology Studies""]",1
90243,"[""Humanities""]",1
90361,"[""Humanities""]",1
90537,"[""Technology Studies""]",1
90651,"[""Engineering""]",1
90836,"[""Technology Studies""]",1
90901,"[""Engineering""]",1
90979,"[""Technology Studies""]",1
91040,"[""Computing & IT""]",1
91041,"[""Education Studies""]",1
91164,"[""Engineering""]",1
91265,"[""Social Sciences Foundation""]",1
91322,"[""Humanities""]",1
91354,"[""Technology Studies""]",1
91470,"[""Technology Studies""]",1
91629,"[""Engineering""]",1
91801,"[""Engineering""]",1
92103,"[""Education Studies""]",1
92166,"[""Technology Studies""]",1
92274,"[""Humanities""]",1
92312,"[""Technology Studies""]",1
92341,"[""Humanities""]",1
92391,"[""Technology Studies""]",1
92775,"[""Technology Studies""]",1
92832,"[""Humanities""]",1
92947,"[""Humanities""]",1
92993,"[""Humanities""]",1
93925,"[""Humanities""]",1
94484,"[""Computing & IT""]",1
94616,"[""Humanities""]",1
94749,"[""Engineering""]",1
94923,"[""Technology Studies""]",1
94961,"[""Social Sciences Foundation""]",1
94964,"[""Technology Studies""]",1
94978,"[""Computing & IT""]",1
95356,"[""Technology Studies""]",1
95746,"[""Engineering""]",1
95755,"[""Social Sciences Foundation""]",1
95906,"[""Computing & IT""]",1
96117,"[""Education Studies""]",1
96291,"[""Humanities""]",1
96423,"[""Education Studies""]",1
96475,"[""Humanities""]",1
96538,"[""Computing & IT""]",1
96592,"[""Technology Studies""]",1
96729,"[""Engineering""]",1
96864,"[""Computing & IT""]",1
96873,"[""Mathematics""]",1
96874,"[""Computing & IT"", ""Technology Studies""]",2
96945,"[""Technology Studies""]",1
97006,"[""Humanities""]",1
97154,"[""Humanities""]",1
97486,"[""Computing & IT"", ""Mathematics""]",2
97567,"[""Humanities""]",1
97865,"[""Humanities""]",1
97939,"[""Technology Studies""]",1
98094,"[""Social Sciences Foundation""]",1
98256,"[""Engineering""]",1
98268,"[""Humanities""]",1
98313,"[""Humanities""]",1
98452,"[""Humanities""]",1
98720,"[""Humanities""]",1
98842,"[""Humanities""]",1
99075,"[""Technology Studies""]",1
99088,"[""Humanities""]",1
99151,"[""Technology Studies""]",1
99609,"[""Technology Studies""]",1
99670,"[""Engineering""]",1
99799,"[""Humanities""]",1
99993,"[""Engineering""]",1
100064,"[""Engineering""]",1
100282,"[""Humanities""]",1
100561,"[""Technology Studies""]",1
100621,"[""Computing & IT""]",1
100758,"[""Mathematics""]",1
100788,"[""Computing & IT"", ""Engineering""]",2
100893,"[""Social Sciences Foundation""]",1
101116,"[""Social Sciences Foundation""]",1
101187,"[""Technology Studies""]",1
101217,"[""Engineering""]",1
101279,"[""Technology Studies""]",1
101306,"[""Engineering""]",1
101414,"[""Mathematics""]",1
101420,"[""Engineering""]",1
101634,"[""Engineering""]",1
101700,"[""Computing & IT""]",1
101781,"[""Social Sciences Foundation""]",1
102028,"[""Engineering""]",1
102067,"[""Humanities""]",1
102209,"[""Computing & IT""]",1
102221,"[""Technology Studies""]",1
102343,"[""Engineering""]",1
102806,"[""Social Sciences Foundation""]",1
102849,"[""Humanities""]",1
102850,"[""Technology Studies""]",1
102854,"[""Engineering""]",1
102952,"[""Social Sciences Foundation""]",1
103496,"[""Humanities""]",1
103535,"[""Humanities""]",1
103594,"[""Engineering""]",1
103800,"[""Technology Studies""]",1
103891,"[""Technology Studies""]",1
103904,"[""Technology Studies""]",1
103998,"[""Humanities""]",1
104054,"[""Humanities""]",1
104213,"[""Engineering""]",1
104215,"[""Technology Studies""]",1
104238,"[""Humanities""]",1
104316,"[""Engineering""]",1
104476,"[""Social Sciences Foundation""]",1
104480,"[""Computing & IT""]",1
104643,"[""Technology Studies""]",1
104772,"[""Technology Studies""]",1
105125,"[""Engineering""]",1
105168,"[""Computing & IT"", ""Mathematics""]",2
105413,"[""Computing & IT""]",1
105523,"[""Computing & IT"", ""Technology Studies""]",2
105527,"[""Humanities""]",1
105629,"[""Engineering""]",1
105851,"[""Humanities""]",1
105883,"[""Humanities""]",1
105939,"[""Engineering""]",1
106095,"[""Humanities""]",1
106247,"[""Social Sciences Foundation""]",1
106383,"[""Humanities""]",1
106553,"[""Technology Studies""]",1
106577,"[""Social Sciences Foundation""]",1
106588,"[""Humanities""]",1
106690,"[""Engineering""]",1
106747,"[""Engineering""]",1
106793,"[""Humanities""]",1
107028,"[""Computing & IT"", ""Engineering""]",2
107084,"[""Engineering""]",1
107162,"[""Engineering""]",1
107339,"[""Computing & IT"", ""Mathematics""]",2
107455,"[""Engineering""]",1
107489,"[""Social Sciences Foundation""]",1
107713,"[""Humanities""]",1
107883,"[""Computing & IT""]",1
107955,"[""Engineering""]",1
108118,"[""Humanities""]",1
108207,"[""Engineering""]",1
108275,"[""Technology Studies""]",1
108281,"[""Mathematics""]",1
108330,"[""Engineering""]",1
108377,"[""Humanities""]",1
108497,"[""Mathematics""]",1
108565,"[""Technology Studies""]",1
108589,"[""Humanities""]",1
108760,"[""Humanities""]",1
108789,"[""Technology Studies""]",1
108799,"[""Humanities""]",1
108822,"[""Engineering""]",1
108834,"[""Computing & IT""]",1
108859,"[""Humanities""]",1
108872,"[""Social Sciences Foundation""]",1
108947,"[""Computing & IT""]",1
108949,"[""Engineering""]",1
109155,"[""Social Sciences Foundation""]",1
109372,"[""Humanities""]",1
109441,"[""Humanities""]",1
109577,"[""Computing & IT"", ""Engineering""]",2
109772,"[""Education Studies""]",1
109782,"[""Humanities""]",1
109907,"[""Engineering""]",1
109938,"[""Humanities""]",1
110085,"[""Engineering""]",1
110116,"[""Engineering""]",1
110175,"[""Social Sciences Foundation""]",1
110200,"[""Technology Studies""]",1
110461,"[""Mathematics""]",1
110524,"[""Technology Studies""]",1
110529,"[""Engineering""]",1
110640,"[""Technology Studies""]",1
110789,"[""Mathematics""]",1
110820,"[""Engineering""]",1
110881,"[""Engineering"", ""Humanities""]",2
110911,"[""Humanities""]",1
111113,"[""Technology Studies""]",1
111360,"[""Technology Studies""]",1
111383,"[""Mathematics""]",1
111415,"[""Technology Studies""]",1
111512,"[""Social Sciences Foundation""]",1
111548,"[""Technology Studies""]",1
111678,"[""Engineering""]",1
111717,"[""Social Sciences Foundation""]",1
111775,"[""Engineering""]",1
111926,"[""Technology Studies""]",1
111942,"[""Humanities""]",1
111959,"[""Technology Studies""]",1
112010,"[""Engineering""]",1
112245,"[""Technology Studies""]",1
112441,"[""Education Studies""]",1
112454,"[""Computing & IT""]",1
113295,"[""Social Sciences Foundation""]",1
113487,"[""Engineering""]",1
113565,"[""Engineering""]",1
113698,"[""Mathematics""]",1
113702,"[""Engineering""]",1
113824,"[""Mathematics""]",1
114017,"[""Social Sciences Foundation""]",1
114367,"[""Computing & IT""]",1
114402,"[""Humanities""]",1
114500,"[""Engineering""]",1
114558,"[""Technology Studies""]",1
114999,"[""Social Sciences Foundation""]",1
115373,"[""Engineering""]",1
115452,"[""Humanities""]",1
115875,"[""Engineering""]",1
116174,"[""Computing & IT"", ""Engineering""]",2
116290,"[""Engineering""]",1
116319,"[""Education Studies""]",1
116499,"[""Engineering""]",1
116518,"[""Computing & IT""]",1
116529,"[""Engineering""]",1
116541,"[""Social Sciences Foundation""]",1
116603,"[""Humanities""]",1
116606,"[""Humanities""]",1
116621,"[""Engineering""]",1
116631,"[""Engineering""]",1
116692,"[""Social Sciences Foundation""]",1
116763,"[""Technology Studies""]",1
116808,"[""Engineering""]",1
117071,"[""Humanities""]",1
117197,"[""Mathematics""]",1
117232,"[""Computing & IT"", ""Engineering""]",2
117281,"[""Technology Studies""]",1
117435,"[""Technology Studies""]",1
117510,"[""Engineering""]",1
117544,"[""Humanities""]",1
117545,"[""Humanities""]",1
117550,"[""Engineering""]",1
117699,"[""Humanities""]",1
117818,"[""Social Sciences Foundation""]",1
117862,"[""Technology Studies""]",1
117939,"[""Technology Studies""]",1
117969,"[""Education Studies""]",1
118050,"[""Engineering""]",1
118098,"[""Computing & IT""]",1
118176,"[""Engineering""]",1
118213,"[""Humanities""]",1
118474,"[""Education Studies""]",1
118479,"[""Technology Studies""]",1
118532,"[""Engineering""]",1
118578,"[""Technology Studies""]",1
118668,"[""Engineering""]",1
118877,"[""Humanities""]",1
118887,"[""Technology Studies""]",1
118983,"[""Social Sciences Foundation""]",1
119310,"[""Computing & IT"", ""Engineering""]",2
119353,"[""Computing & IT"", ""Engineering""]",2
119437,"[""Humanities""]",1
119444,"[""Education Studies"", ""Humanities""]",2
119471,"[""Humanities""]",1
119729,"[""Computing & IT""]",1
119865,"[""Engineering""]",1
119898,"[""Humanities""]",1
119902,"[""Social Sciences Foundation""]",1
120236,"[""Computing & IT""]",1
120611,"[""Education Studies""]",1
120994,"[""Humanities""]",1
120999,"[""Technology Studies""]",1
121000,"[""Technology Studies""]",1
121056,"[""Education Studies""]",1
121163,"[""Mathematics""]",1
121182,"[""Education Studies""]",1
121349,"[""Social Sciences Foundation""]",1
121390,"[""Technology Studies""]",1
121574,"[""Mathematics""]",1
122337,"[""Education Studies""]",1
122392,"[""Computing & IT""]",1
122459,"[""Education Studies""]",1
122524,"[""Humanities""]",1
122636,"[""Education Studies""]",1
122739,"[""Technology Studies""]",1
122846,"[""Education Studies""]",1
122928,"[""Education Studies""]",1
123044,"[""Social Sciences Foundation""]",1
123053,"[""Technology Studies""]",1
123087,"[""Humanities""]",1
123183,"[""Technology Studies""]",1
123270,"[""Humanities""]",1
123379,"[""Humanities""]",1
123462,"[""Humanities""]",1
123497,"[""Technology Studies""]",1
123598,"[""Computing & IT"", ""Technology Studies""]",2
123716,"[""Humanities""]",1
123860,"[""Humanities""]",1
123957,"[""Technology Studies""]",1
124006,"[""Technology Studies""]",1
124018,"[""Engineering""]",1
124064,"[""Social Sciences Foundation""]",1
124124,"[""Computing & IT""]",1
124134,"[""Technology Studies""]",1
124193,"[""Computing & IT""]",1
124210,"[""Technology Studies""]",1
124304,"[""Mathematics""]",1
124379,"[""Engineering""]",1
124387,"[""Technology Studies""]",1
124711,"[""Computing & IT"", ""Mathematics""]",2
124728,"[""Technology Studies""]",1
124847,"[""Technology Studies""]",1
124909,"[""Humanities""]",1
124944,"[""Education Studies""]",1
125018,"[""Social Sciences Foundation""]",1
125055,"[""Humanities""]",1
125063,"[""Engineering""]",1
125407,"[""Education Studies""]",1
125535,"[""Humanities""]",1
125619,"[""Mathematics""]",1
125677,"[""Technology Studies""]",1
125777,"[""Computing & IT""]",1
125830,"[""Technology Studies""]",1
125874,"[""Humanities""]",1
125996,"[""Engineering""]",1
126074,"[""Engineering""]",1
126088,"[""Engineering""]",1
126322,"[""Humanities""]",1
126337,"[""Computing & IT"", ""Mathematics""]",2
126394,"[""Computing & IT"", ""Technology Studies""]",2
126395,"[""Computing & IT""]",1
126411,"[""Humanities""]",1
126450,"[""Mathematics""]",1
126608,"[""Humanities""]",1
126713,"[""Humanities""]",1
126769,"[""Humanities""]",1
126800,"[""Humanities""]",1
126812,"[""Computing & IT"", ""Technology Studies""]",2
126912,"[""Technology Studies""]",1
