id_student,code_module,module_name,domain,code_presentation,final_result,studied_credits
104476,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,60
106247,AAA,Social Sciences Foundation,Social Sciences,2013J,Withdrawn,60
106577,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,60
110175,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,60
111717,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,60
113295,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,60
114017,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,60
114999,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,60
116541,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,60
116692,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,60
118983,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,120
123044,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,60
127582,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,180
129955,AAA,Social Sciences Foundation,Social Sciences,2013J,Withdrawn,60
132976,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,120
134143,AAA,Social Sciences Foundation,Social Sciences,2013J,Distinction,60
135335,AAA,Social Sciences Foundation,Social Sciences,2013J,Withdrawn,180
135400,AAA,Social Sciences Foundation,Social Sciences,2013J,Withdrawn,60
137873,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,60
141355,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,240
141377,AAA,Social Sciences Foundation,Social Sciences,2013J,Withdrawn,345
142326,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,60
144801,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,60
145130,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,120
146188,AAA,Social Sciences Foundation,Social Sciences,2013J,Fail,60
147756,AAA,Social Sciences Foundation,Social Sciences,2013J,Fail,120
147793,AAA,Social Sciences Foundation,Social Sciences,2013J,Withdrawn,90
148993,AAA,Social Sciences Foundation,Social Sciences,2013J,Withdrawn,60
151358,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,150
155550,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,420
155854,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,60
155984,AAA,Social Sciences Foundation,Social Sciences,2013J,Withdrawn,60
157568,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,60
159954,AAA,Social Sciences Foundation,Social Sciences,2013J,Withdrawn,60
164259,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,60
167906,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,60
168936,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,60
172112,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,60
172797,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,60
174782,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,60
175392,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,60
175932,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,60
175991,AAA,Social Sciences Foundation,Social Sciences,2013J,Fail,180
180753,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,120
181316,AAA,Social Sciences Foundation,Social Sciences,2013J,Withdrawn,120
183096,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,60
183947,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,180
184271,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,170
185439,AAA,Social Sciences Foundation,Social Sciences,2013J,Fail,120
186149,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,60
187100,AAA,Social Sciences Foundation,Social Sciences,2013J,Distinction,60
188278,AAA,Social Sciences Foundation,Social Sciences,2013J,Withdrawn,120
189879,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,120
192183,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,60
195262,AAA,Social Sciences Foundation,Social Sciences,2013J,Withdrawn,60
200860,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,60
202635,AAA,Social Sciences Foundation,Social Sciences,2013J,Withdrawn,60
205350,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,60
205719,AAA,Social Sciences Foundation,Social Sciences,2013J,Fail,90
227499,AAA,Social Sciences Foundation,Social Sciences,2013J,Distinction,60
227517,AAA,Social Sciences Foundation,Social Sciences,2013J,Fail,180
228082,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,60
228222,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,60
229179,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,60
229361,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,60
231554,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,240
235507,AAA,Social Sciences Foundation,Social Sciences,2013J,Withdrawn,240
236284,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,60
238007,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,60
240712,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,80
240884,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,120
241649,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,60
241729,AAA,Social Sciences Foundation,Social Sciences,2013J,Fail,60
242793,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,60
246834,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,60
248270,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,90
255548,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,60
256815,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,120
258392,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,60
258894,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,60
260355,AAA,Social Sciences Foundation,Social Sciences,2013J,Withdrawn,60
262011,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,60
262934,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,60
268073,AAA,Social Sciences Foundation,Social Sciences,2013J,Fail,90
268733,AAA,Social Sciences Foundation,Social Sciences,2013J,Withdrawn,180
271251,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,60
277880,AAA,Social Sciences Foundation,Social Sciences,2013J,Withdrawn,60
279572,AAA,Social Sciences Foundation,Social Sciences,2013J,Distinction,60
281022,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,150
281250,AAA,Social Sciences Foundation,Social Sciences,2013J,Fail,60
281589,AAA,Social Sciences Foundation,Social Sciences,2013J,Fail,60
282821,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,60
286488,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,60
287548,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,120
290201,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,60
290757,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,60
291334,AAA,Social Sciences Foundation,Social Sciences,2013J,Distinction,60
292923,AAA,Social Sciences Foundation,Social Sciences,2013J,Withdrawn,180
293699,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,120
294570,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,60
294594,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,60
295741,AAA,Social Sciences Foundation,Social Sciences,2013J,Fail,240
296332,AAA,Social Sciences Foundation,Social Sciences,2013J,Distinction,60
298696,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,60
300398,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,60
302302,AAA,Social Sciences Foundation,Social Sciences,2013J,Fail,60
305152,AAA,Social Sciences Foundation,Social Sciences,2013J,Fail,60
305386,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,120
305539,AAA,Social Sciences Foundation,Social Sciences,2013J,Withdrawn,120
306107,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,120
306466,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,60
306897,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,60
307061,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,60
307866,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,60
311917,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,120
312537,AAA,Social Sciences Foundation,Social Sciences,2013J,Distinction,60
312782,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,60
318933,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,120
319047,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,60
321942,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,60
324002,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,60
324084,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,60
324282,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,120
331358,AAA,Social Sciences Foundation,Social Sciences,2013J,Withdrawn,60
332789,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,60
333059,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,120
333323,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,60
334259,AAA,Social Sciences Foundation,Social Sciences,2013J,Fail,150
334333,AAA,Social Sciences Foundation,Social Sciences,2013J,Withdrawn,240
335764,AAA,Social Sciences Foundation,Social Sciences,2013J,Withdrawn,60
336207,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,120
339972,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,60
341872,AAA,Social Sciences Foundation,Social Sciences,2013J,Fail,180
342007,AAA,Social Sciences Foundation,Social Sciences,2013J,Withdrawn,60
342514,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,60
342972,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,60
343446,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,120
344282,AAA,Social Sciences Foundation,Social Sciences,2013J,Fail,60
345068,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,180
345357,AAA,Social Sciences Foundation,Social Sciences,2013J,Distinction,60
346025,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,120
346843,AAA,Social Sciences Foundation,Social Sciences,2013J,Fail,120
350188,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,60
354858,AAA,Social Sciences Foundation,Social Sciences,2013J,Withdrawn,120
357668,AAA,Social Sciences Foundation,Social Sciences,2013J,Fail,60
364177,AAA,Social Sciences Foundation,Social Sciences,2013J,Fail,60
365244,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,120
365642,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,60
366483,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,60
368194,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,120
368824,AAA,Social Sciences Foundation,Social Sciences,2013J,Fail,120
368963,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,180
376439,AAA,Social Sciences Foundation,Social Sciences,2013J,Distinction,60
376581,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,60
380953,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,60
383254,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,120
386924,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,120
386952,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,120
388722,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,60
388885,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,60
390890,AAA,Social Sciences Foundation,Social Sciences,2013J,Withdrawn,90
392756,AAA,Social Sciences Foundation,Social Sciences,2013J,Fail,120
392931,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,120
393207,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,60
396872,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,180
398552,AAA,Social Sciences Foundation,Social Sciences,2013J,Fail,240
401869,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,60
402470,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,60
404804,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,120
405088,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,120
405961,AAA,Social Sciences Foundation,Social Sciences,2013J,Withdrawn,240
414117,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,120
415969,AAA,Social Sciences Foundation,Social Sciences,2013J,Withdrawn,90
420087,AAA,Social Sciences Foundation,Social Sciences,2013J,Fail,60
429958,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,60
441018,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,150
441888,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,120
442442,AAA,Social Sciences Foundation,Social Sciences,2013J,Withdrawn,120
444677,AAA,Social Sciences Foundation,Social Sciences,2013J,Distinction,60
470588,AAA,Social Sciences Foundation,Social Sciences,2013J,Withdrawn,60
489455,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,60
494424,AAA,Social Sciences Foundation,Social Sciences,2013J,Fail,60
495284,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,120
498857,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,60
508818,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,120
512460,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,120
544103,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,120
550383,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,60
564450,AAA,Social Sciences Foundation,Social Sciences,2013J,Fail,120
568601,AAA,Social Sciences Foundation,Social Sciences,2013J,Withdrawn,60
572652,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,120
580389,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,120
581129,AAA,Social Sciences Foundation,Social Sciences,2013J,Fail,120
588775,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,120
591774,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,60
603861,AAA,Social Sciences Foundation,Social Sciences,2013J,Withdrawn,60
606143,AAA,Social Sciences Foundation,Social Sciences,2013J,Fail,60
704156,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,120
705379,AAA,Social Sciences Foundation,Social Sciences,2013J,Distinction,120
721259,AAA,Social Sciences Foundation,Social Sciences,2013J,Withdrawn,120
749412,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,60
760729,AAA,Social Sciences Foundation,Social Sciences,2013J,Distinction,60
905042,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,60
949618,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,60
958987,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,60
968578,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,60
969076,AAA,Social Sciences Foundation,Social Sciences,2013J,Withdrawn,180
971027,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,60
978739,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,60
1035023,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,60
1105478,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,60
1352868,AAA,Social Sciences Foundation,Social Sciences,2013J,Withdrawn,60
1401935,AAA,Social Sciences Foundation,Social Sciences,2013J,Fail,60
1402638,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,60
1414443,AAA,Social Sciences Foundation,Social Sciences,2013J,Fail,120
1456619,AAA,Social Sciences Foundation,Social Sciences,2013J,Withdrawn,60
1465690,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,120
1472925,AAA,Social Sciences Foundation,Social Sciences,2013J,Fail,60
1488959,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,60
1518989,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,60
1618738,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,60
1620151,AAA,Social Sciences Foundation,Social Sciences,2013J,Fail,60
1626710,AAA,Social Sciences Foundation,Social Sciences,2013J,Distinction,60
1640609,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,60
1686521,AAA,Social Sciences Foundation,Social Sciences,2013J,Withdrawn,60
1729319,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,60
1746134,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,60
1758449,AAA,Social Sciences Foundation,Social Sciences,2013J,Withdrawn,75
1763015,AAA,Social Sciences Foundation,Social Sciences,2013J,Withdrawn,60
1765788,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,60
1801229,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,60
1801641,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,60
1847830,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,60
1860318,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,300
1889511,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,60
1889577,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,60
1894188,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,60
1938355,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,60
1942396,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,120
1970390,AAA,Social Sciences Foundation,Social Sciences,2013J,Withdrawn,60
1976139,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,120
2011876,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,60
2012966,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,60
2051699,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,60
2062879,AAA,Social Sciences Foundation,Social Sciences,2013J,Fail,60
2065691,AAA,Social Sciences Foundation,Social Sciences,2013J,Withdrawn,330
2073016,AAA,Social Sciences Foundation,Social Sciences,2013J,Withdrawn,60
2080474,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,60
2083877,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,120
2084066,AAA,Social Sciences Foundation,Social Sciences,2013J,Fail,60
2104505,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,60
2122180,AAA,Social Sciences Foundation,Social Sciences,2013J,Distinction,60
2139353,AAA,Social Sciences Foundation,Social Sciences,2013J,Withdrawn,120
2143752,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,60
2146792,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,60
2149225,AAA,Social Sciences Foundation,Social Sciences,2013J,Withdrawn,60
2153153,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,60
2155014,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,60
2164705,AAA,Social Sciences Foundation,Social Sciences,2013J,Fail,120
2171627,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,60
2182846,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,60
2194100,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,60
2197016,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,60
2208424,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,60
2229865,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,60
2255601,AAA,Social Sciences Foundation,Social Sciences,2013J,Withdrawn,120
2268379,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,60
2278464,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,60
2293923,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,150
2312620,AAA,Social Sciences Foundation,Social Sciences,2013J,Withdrawn,60
2318055,AAA,Social Sciences Foundation,Social Sciences,2013J,Withdrawn,60
2324976,AAA,Social Sciences Foundation,Social Sciences,2013J,Withdrawn,60
2329342,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,120
2339528,AAA,Social Sciences Foundation,Social Sciences,2013J,Distinction,60
2342426,AAA,Social Sciences Foundation,Social Sciences,2013J,Fail,60
2344901,AAA,Social Sciences Foundation,Social Sciences,2013J,Fail,60
2358056,AAA,Social Sciences Foundation,Social Sciences,2013J,Fail,60
2358969,AAA,Social Sciences Foundation,Social Sciences,2013J,Withdrawn,180
2364471,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,60
2365101,AAA,Social Sciences Foundation,Social Sciences,2013J,Withdrawn,300
2367155,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,120
2369266,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,60
2376496,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,120
2391984,AAA,Social Sciences Foundation,Social Sciences,2013J,Withdrawn,60
2411661,AAA,Social Sciences Foundation,Social Sciences,2013J,Fail,120
2411778,AAA,Social Sciences Foundation,Social Sciences,2013J,Withdrawn,120
2412002,AAA,Social Sciences Foundation,Social Sciences,2013J,Distinction,90
2412967,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,60
2429854,AAA,Social Sciences Foundation,Social Sciences,2013J,Withdrawn,120
2437837,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,60
2449878,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,60
2456480,AAA,Social Sciences Foundation,Social Sciences,2013J,Fail,120
2457256,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,180
2458355,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,60
2460080,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,60
2461190,AAA,Social Sciences Foundation,Social Sciences,2013J,Fail,60
2469673,AAA,Social Sciences Foundation,Social Sciences,2013J,Fail,60
2470694,AAA,Social Sciences Foundation,Social Sciences,2013J,Withdrawn,60
2479954,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,60
2481901,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,60
2482700,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,120
2486127,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,120
2498700,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,240
2516503,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,60
2518069,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,60
2521459,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,60
2523736,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,120
2529279,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,60
2532302,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,60
2536991,AAA,Social Sciences Foundation,Social Sciences,2013J,Distinction,60
2542724,AAA,Social Sciences Foundation,Social Sciences,2013J,Withdrawn,60
2550279,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,60
2551220,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,60
2552472,AAA,Social Sciences Foundation,Social Sciences,2013J,Withdrawn,120
2555340,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,60
2557283,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,60
2559575,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,60
2562034,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,60
2566163,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,60
2566592,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,60
2569324,AAA,Social Sciences Foundation,Social Sciences,2013J,Withdrawn,120
2574528,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,60
2574583,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,60
2576122,AAA,Social Sciences Foundation,Social Sciences,2013J,Withdrawn,60
2578995,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,60
2586560,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,60
2594139,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,60
2598871,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,60
2599352,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,120
2600688,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,60
2606098,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,60
2613116,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,60
2617002,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,60
2620584,AAA,Social Sciences Foundation,Social Sciences,2013J,Fail,60
2639449,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,120
2639540,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,60
2639641,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,120
2641155,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,60
2643002,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,60
2645733,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,180
2649826,AAA,Social Sciences Foundation,Social Sciences,2013J,Distinction,60
2650282,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,60
2664024,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,60
2666246,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,60
2669816,AAA,Social Sciences Foundation,Social Sciences,2013J,Fail,60
2671132,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,60
2676809,AAA,Social Sciences Foundation,Social Sciences,2013J,Fail,150
2678643,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,60
2685865,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,60
2688067,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,60
2689958,AAA,Social Sciences Foundation,Social Sciences,2013J,Distinction,60
2691206,AAA,Social Sciences Foundation,Social Sciences,2013J,Distinction,60
2691244,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,180
2694424,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,120
2698257,AAA,Social Sciences Foundation,Social Sciences,2013J,Pass,120
6516,AAA,Social Sciences Foundation,Social Sciences,2014J,Pass,60
24734,AAA,Social Sciences Foundation,Social Sciences,2014J,Pass,60
26192,AAA,Social Sciences Foundation,Social Sciences,2014J,Distinction,60
28061,AAA,Social Sciences Foundation,Social Sciences,2014J,Pass,60
31600,AAA,Social Sciences Foundation,Social Sciences,2014J,Pass,60
