course_id,course_name,topic,rank,neighbour_id,neighbour_name,neighbour_topic,similarity
CRS00029,"Philosophy, Science and Religion: Philosophy and Religion",Humanities,8,CRS00215,"Understanding China, 1700-2000: A Data Analytic Approach, Part 1",Humanities,0.819362476
CRS00029,"Philosophy, Science and Religion: Philosophy and Religion",Humanities,9,CRS01711,"Applied Public History: Places, People, Stories",Humanities,0.818284848
CRS00029,"Philosophy, Science and Religion: Philosophy and Religion",Humanities,10,CRS00579,Management of Fashion and Luxury Companies,Humanities,0.818091553
CRS00040,Protecting Business Innovations via Patent,Engineering,1,CRS02492,Fundamentals of Engineering Exam Review,Engineering,0.800138738
CRS00040,Protecting Business Innovations via Patent,Engineering,2,CRS01558,Engineering Maintainable Android Apps,Engineering,0.799693902
CRS00040,Protecting Business Innovations via Patent,Engineering,3,CRS03163,"Pressure, Force, Motion, and Humidity Sensors",Engineering,0.798847156
CRS00040,Protecting Business Innovations via Patent,Engineering,4,CRS01777,AI Workflow: Feature Engineering and Bias Detection,Engineering,0.79772405
CRS00040,Protecting Business Innovations via Patent,Engineering,5,CRS02712,"Engineering Project Management: Risk, Quality, Teams, and Procurement",Engineering,0.796419399
CRS00040,Protecting Business Innovations via Patent,Engineering,6,CRS03268,Introduction to numerical analysis,Engineering,0.79537833
CRS00040,Protecting Business Innovations via Patent,Engineering,7,CRS00316,The Development of Mobile Health Monitoring Systems,Engineering,0.795116432
CRS00040,Protecting Business Innovations via Patent,Engineering,8,CRS00746,General Academic English,Engineering,0.791140566
CRS00040,Protecting Business Innovations via Patent,Engineering,9,CRS02868,Engineering Systems in Motion: Dynamics of Particles and Bodies in 2D Motion,Engineering,0.789277523
CRS00040,Protecting Business Innovations via Patent,Engineering,10,CRS01293,Mechanics of Materials I: Fundamentals of Stress & Strain and Axial Loading,Engineering,0.786686654
CRS00043,Disability Inclusion in Education: Building Systems of Support,Education Studies,1,CRS02790,Educating Deaf Children: Becoming an Empowered Teacher,Education Studies,0.876348963
CRS00043,Disability Inclusion in Education: Building Systems of Support,Education Studies,2,CRS02272,Disability Awareness and Support,Education Studies,0.872109804
CRS00043,Disability Inclusion in Education: Building Systems of Support,Education Studies,3,CRS01970,Inclusive Online Teaching Teach-Out,Education Studies,0.868962035
CRS00043,Disability Inclusion in Education: Building Systems of Support,Education Studies,4,CRS00203,Basics of Inclusive Design for Online Education,Education Studies,0.864581071
CRS00043,Disability Inclusion in Education: Building Systems of Support,Education Studies,5,CRS00460,Foundations of Teaching for Learning: Developing Relationships,Education Studies,0.854690235
CRS00043,Disability Inclusion in Education: Building Systems of Support,Education Studies,6,CRS02043,University Teaching,Education Studies,0.852222084
CRS00043,Disability Inclusion in Education: Building Systems of Support,Education Studies,7,CRS02874,Instructional Methods in Health Professions Education,Education Studies,0.849552171
CRS00043,Disability Inclusion in Education: Building Systems of Support,Education Studies,8,CRS02257,Building Classroom Community Using Flipgrid,Education Studies,0.84556355
CRS00043,Disability Inclusion in Education: Building Systems of Support,Education Studies,9,CRS02987,Teaching and Assessing Clinical Skills,Education Studies,0.841365305
CRS00043,Disability Inclusion in Education: Building Systems of Support,Education Studies,10,CRS02809,Increase Student Buy in with Google Slides,Education Studies,0.841036879
CRS00044,Introduction to Cybersecurity Tools & Cyber Attacks,Computing & IT,1,CRS01028,"Cybersecurity Roles, Processes & Operating System Security",Computing & IT,0.94325339
CRS00044,Introduction to Cybersecurity Tools & Cyber Attacks,Computing & IT,2,CRS03339,Protecting Cloud Architecture with Alibaba Cloud,Computing & IT,0.841965064
CRS00044,Introduction to Cybersecurity Tools & Cyber Attacks,Computing & IT,3,CRS00467,Cloud Computing Basics (Cloud 101),Computing & IT,0.834811454
CRS00044,Introduction to Cybersecurity Tools & Cyber Attacks,Computing & IT,4,CRS02510,Security Best Practices in Google Cloud,Computing & IT,0.833979905
CRS00044,Introduction to Cybersecurity Tools & Cyber Attacks,Computing & IT,5,CRS02270,Basic System Programming on IBM Z,Computing & IT,0.82743095
CRS00044,Introduction to Cybersecurity Tools & Cyber Attacks,Computing & IT,6,CRS03397,Capstone Project: Teaching Impacts of Technology,Computing & IT,0.824912992
CRS00044,Introduction to Cybersecurity Tools & Cyber Attacks,Computing & IT,7,CRS02948,Managing Change when Moving to Google Cloud,Computing & IT,0.823024503
CRS00044,Introduction to Cybersecurity Tools & Cyber Attacks,Computing & IT,8,CRS03251,AWS Fundamentals: Addressing Security Risk,Computing & IT,0.822440169
CRS00044,Introduction to Cybersecurity Tools & Cyber Attacks,Computing & IT,9,CRS00013,Hacking and Patching,Computing & IT,0.8200999
CRS00044,Introduction to Cybersecurity Tools & Cyber Attacks,Computing & IT,10,CRS00175,Using Python to Interact with the Operating System,Computing & IT,0.819509994
CRS00052,"Managing Asthma, Allergies, Diabetes, and Seizures in School",Health & Medicine,1,CRS00723,EMT Foundations,Health & Medicine,0.85354842
CRS00052,"Managing Asthma, Allergies, Diabetes, and Seizures in School",Health & Medicine,2,CRS03014,"HI-FIVE: Health Informatics For Innovation, Value & Enrichment (Social/Peer Perspective)",Health & Medicine,0.829222131
CRS00052,"Managing Asthma, Allergies, Diabetes, and Seizures in School",Health & Medicine,3,CRS02332,Service Transformed: Lessons in U.S. Veteran Centered Care,Health & Medicine,0.825246019
CRS00052,"Managing Asthma, Allergies, Diabetes, and Seizures in School",Health & Medicine,4,CRS01765,Essentials in Clinical Simulations Across the Health Professions,Health & Medicine,0.817697607
CRS00052,"Managing Asthma, Allergies, Diabetes, and Seizures in School",Health & Medicine,5,CRS03261,"Clinical Kidney, Pancreas and Islet Transplantation",Health & Medicine,0.815716149
CRS00052,"Managing Asthma, Allergies, Diabetes, and Seizures in School",Health & Medicine,6,CRS02905,Global Health Policy,Health & Medicine,0.814841687
CRS00052,"Managing Asthma, Allergies, Diabetes, and Seizures in School",Health & Medicine,7,CRS01497,Foundations of Public Health Practice: The Public Health Toolkit,Health & Medicine,0.811134563
CRS00052,"Managing Asthma, Allergies, Diabetes, and Seizures in School",Health & Medicine,8,CRS00668,Thoracic Oncology,Health & Medicine,0.811124281
CRS00052,"Managing Asthma, Allergies, Diabetes, and Seizures in School",Health & Medicine,9,CRS03357,Health Care IT: Challenges and Opportunities,Health & Medicine,0.810493522
CRS00052,"Managing Asthma, Allergies, Diabetes, and Seizures in School",Health & Medicine,10,CRS03042,Systems Thinking In Public Health,Health & Medicine,0.809633668
CRS00056,Intercultural Communication and Conflict Resolution,Humanities,1,CRS03015,Foundational Skills for Communicating About Health,Humanities,0.846808236
CRS00056,Intercultural Communication and Conflict Resolution,Humanities,2,CRS02108,Business English: Marketing and Sales,Humanities,0.846358075
CRS00056,Intercultural Communication and Conflict Resolution,Humanities,3,CRS02815,Automating Team Communication with Google Sheets and Apps Script,Humanities,0.827387728
CRS00056,Intercultural Communication and Conflict Resolution,Humanities,4,CRS03288,English for Effective Business Writing,Humanities,0.822989787
CRS00056,Intercultural Communication and Conflict Resolution,Humanities,5,CRS00293,"Android App Components - Services, Local IPC, and Content Providers",Humanities,0.8188145
CRS00056,Intercultural Communication and Conflict Resolution,Humanities,6,CRS03236,High-Impact Business Writing,Humanities,0.816937403
CRS00056,Intercultural Communication and Conflict Resolution,Humanities,7,CRS01472,Teaching EFL/ESL Reading: A Task Based Approach,Humanities,0.816281273
CRS00056,Intercultural Communication and Conflict Resolution,Humanities,8,CRS00218,Technical Writing,Humanities,0.815639257
CRS00056,Intercultural Communication and Conflict Resolution,Humanities,9,CRS03241,Big data and Language 1,Humanities,0.812514292
CRS00056,Intercultural Communication and Conflict Resolution,Humanities,10,CRS03023,Internet of Things Capstone: Build a Mobile Surveillance System,Humanities,0.812280953
CRS00059,Foundations of Teaching for Learning: Introduction,Education Studies,1,CRS00460,Foundations of Teaching for Learning: Developing Relationships,Education Studies,0.952937701
CRS00059,Foundations of Teaching for Learning: Introduction,Education Studies,2,CRS02043,University Teaching,Education Studies,0.878526556
CRS00059,Foundations of Teaching for Learning: Introduction,Education Studies,3,CRS01227,Foundations of Teaching for Learning Capstone: The Reflective Practitioner,Education Studies,0.875689476
CRS00059,Foundations of Teaching for Learning: Introduction,Education Studies,4,CRS02874,Instructional Methods in Health Professions Education,Education Studies,0.86480325
CRS00059,Foundations of Teaching for Learning: Introduction,Education Studies,5,CRS02809,Increase Student Buy in with Google Slides,Education Studies,0.856983544
CRS00059,Foundations of Teaching for Learning: Introduction,Education Studies,6,CRS02560,Get Organized: How to be a Together Teacher,Education Studies,0.85512406
CRS00059,Foundations of Teaching for Learning: Introduction,Education Studies,7,CRS02987,Teaching and Assessing Clinical Skills,Education Studies,0.854717781
CRS00059,Foundations of Teaching for Learning: Introduction,Education Studies,8,CRS01329,Teaching Science at University,Education Studies,0.851196384
CRS00059,Foundations of Teaching for Learning: Introduction,Education Studies,9,CRS01970,Inclusive Online Teaching Teach-Out,Education Studies,0.849962599
CRS00059,Foundations of Teaching for Learning: Introduction,Education Studies,10,CRS01980,Powerful Tools for Teaching and Learning: Web 2.0 Tools,Education Studies,0.849465094
CRS00064,Japanese for beginners 2,Humanities,1,CRS02491,Words Spun Out of Images: Visual and Literary Culture in Nineteenth Century Japan,Humanities,0.87352909
CRS00064,Japanese for beginners 2,Humanities,2,CRS03162,"Excel/VBA for Creative Problem Solving, Part 2",Humanities,0.841690636
CRS00064,Japanese for beginners 2,Humanities,3,CRS01472,Teaching EFL/ESL Reading: A Task Based Approach,Humanities,0.840940012
CRS00064,Japanese for beginners 2,Humanities,4,CRS03236,High-Impact Business Writing,Humanities,0.840676711
CRS00064,Japanese for beginners 2,Humanities,5,CRS03288,English for Effective Business Writing,Humanities,0.84013756
CRS00064,Japanese for beginners 2,Humanities,6,CRS03267,Miracles of Human Language: An Introduction to Linguistics,Humanities,0.837567545
CRS00064,Japanese for beginners 2,Humanities,7,CRS02108,Business English: Marketing and Sales,Humanities,0.836563486
CRS00064,Japanese for beginners 2,Humanities,8,CRS00218,Technical Writing,Humanities,0.835611309
CRS00064,Japanese for beginners 2,Humanities,9,CRS03015,Foundational Skills for Communicating About Health,Humanities,0.834637815
CRS00064,Japanese for beginners 2,Humanities,10,CRS00662,Healing with the Arts,Humanities,0.833754736
CRS00074,Predictive Modeling and Analytics,Business,1,CRS00543,Data Management and Visualization,Business,0.82573062
CRS00074,Predictive Modeling and Analytics,Business,2,CRS00256,Introduction to Accounting Data Analytics and Visualization,Business,0.81276421
CRS00074,Predictive Modeling and Analytics,Business,3,CRS00204,"Making Successful Decisions through the Strategy, Law & Ethics Model",Business,0.806030306
CRS00074,Predictive Modeling and Analytics,Business,4,CRS01246,Business Analysis & Process Management,Business,0.802106284
CRS00074,Predictive Modeling and Analytics,Business,5,CRS03304,Analyzing Macro-Environmental Factors Using Creately,Business,0.801522229
CRS00074,Predictive Modeling and Analytics,Business,6,CRS02869,Creating and Developing a Tech Startup,Business,0.801322662
CRS00074,Predictive Modeling and Analytics,Business,7,CRS01604,Forecasting Models for Marketing Decisions,Business,0.796782865
CRS00074,Predictive Modeling and Analytics,Business,8,CRS00002,Business Strategy: Business Model Canvas Analysis with Miro,Business,0.796212734
CRS00074,Predictive Modeling and Analytics,Business,9,CRS00633,Finance for Non-Financial Professionals,Business,0.794941073
CRS00074,Predictive Modeling and Analytics,Business,10,CRS01529,Finance for Everyone: Debt,Business,0.794924761
CRS00076,ART of the MOOC: Public Art and Pedagogy,Humanities,1,CRS00747,"The American South: Its Stories, Music, and Art",Humanities,0.89087257
CRS00076,ART of the MOOC: Public Art and Pedagogy,Humanities,2,CRS00679,"The Music of the Rolling Stones, 1962-1974",Humanities,0.862004577
CRS00076,ART of the MOOC: Public Art and Pedagogy,Humanities,3,CRS00670,Antisemitism: From Its Origins to the Present,Humanities,0.852628663
CRS00076,ART of the MOOC: Public Art and Pedagogy,Humanities,4,CRS01711,"Applied Public History: Places, People, Stories",Humanities,0.846975103
CRS00076,ART of the MOOC: Public Art and Pedagogy,Humanities,5,CRS00440,The Fall and Rise of Jerusalem,Humanities,0.8457194
CRS00076,ART of the MOOC: Public Art and Pedagogy,Humanities,6,CRS00662,Healing with the Arts,Humanities,0.843766346
CRS00076,ART of the MOOC: Public Art and Pedagogy,Humanities,7,CRS01476,The Making of the US President: A Short History in Five Elections,Humanities,0.825074587
CRS00076,ART of the MOOC: Public Art and Pedagogy,Humanities,8,CRS02700,Music Production Capstone,Humanities,0.824801398
CRS00076,ART of the MOOC: Public Art and Pedagogy,Humanities,9,CRS02180,Epidemics,Humanities,0.821934109
CRS00076,ART of the MOOC: Public Art and Pedagogy,Humanities,10,CRS01616,Sharpened Visions: A Poetry Workshop,Humanities,0.821091421
CRS00087,Build Random Forests in R with Azure ML Studio,Engineering,1,CRS00810,Predictive Modeling and Machine Learning with MATLAB,Engineering,0.822018698
CRS00087,Build Random Forests in R with Azure ML Studio,Engineering,2,CRS03268,Introduction to numerical analysis,Engineering,0.814804182
CRS00087,Build Random Forests in R with Azure ML Studio,Engineering,3,CRS00730,Advanced Engineering Systems in Motion: Dynamics of Three Dimensional (3D) Motion,Engineering,0.811760781
CRS00087,Build Random Forests in R with Azure ML Studio,Engineering,4,CRS03163,"Pressure, Force, Motion, and Humidity Sensors",Engineering,0.809760277
CRS00087,Build Random Forests in R with Azure ML Studio,Engineering,5,CRS02400,"The Power of Machine Learning: Boost Business, Accumulate Clicks, Fight Fraud, and Deny Deadbeats",Engineering,0.807412804
CRS00087,Build Random Forests in R with Azure ML Studio,Engineering,6,CRS00316,The Development of Mobile Health Monitoring Systems,Engineering,0.806389611
CRS00087,Build Random Forests in R with Azure ML Studio,Engineering,7,CRS02189,"Ethics, Technology and Engineering",Engineering,0.806169827
CRS00087,Build Random Forests in R with Azure ML Studio,Engineering,8,CRS02868,Engineering Systems in Motion: Dynamics of Particles and Bodies in 2D Motion,Engineering,0.805005054
CRS00087,Build Random Forests in R with Azure ML Studio,Engineering,9,CRS02485,Site Reliability Engineering: Measuring and Managing Reliability,Engineering,0.803549011
CRS00087,Build Random Forests in R with Azure ML Studio,Engineering,10,CRS01900,Battery State-of-Charge (SOC) Estimation,Engineering,0.80199293
CRS00118,Improving Classroom Management with Class Dojo,Education Studies,1,CRS02257,Building Classroom Community Using Flipgrid,Education Studies,0.867033465
CRS00118,Improving Classroom Management with Class Dojo,Education Studies,2,CRS00128,Create a Virtual Classroom using Google Slides,Education Studies,0.859067484
CRS00118,Improving Classroom Management with Class Dojo,Education Studies,3,CRS02451,Getting Started with Google Classroom,Education Studies,0.857463306
CRS00118,Improving Classroom Management with Class Dojo,Education Studies,4,CRS02809,Increase Student Buy in with Google Slides,Education Studies,0.856353608
CRS00118,Improving Classroom Management with Class Dojo,Education Studies,5,CRS02702,Managing Your Money: MBA Insights for Undergraduates,Education Studies,0.845410852
CRS00118,Improving Classroom Management with Class Dojo,Education Studies,6,CRS00489,Teaching Character and Creating Positive Classrooms,Education Studies,0.840750878
CRS00118,Improving Classroom Management with Class Dojo,Education Studies,7,CRS00043,Disability Inclusion in Education: Building Systems of Support,Education Studies,0.840737697
CRS00118,Improving Classroom Management with Class Dojo,Education Studies,8,CRS02550,"Solar Energy Codes, Permitting and Zoning",Education Studies,0.839624055
CRS00118,Improving Classroom Management with Class Dojo,Education Studies,9,CRS00842,Teaching Impacts of Technology: Workplace of the Future,Education Studies,0.835478304
CRS00118,Improving Classroom Management with Class Dojo,Education Studies,10,CRS02272,Disability Awareness and Support,Education Studies,0.834739086
CRS00127,Real-Time Embedded Systems Concepts and Practices,Computing & IT,1,CRS03053,Create Python Linux Script to Generate a Disk Usage Report,Computing & IT,0.852176679
CRS00127,Real-Time Embedded Systems Concepts and Practices,Computing & IT,2,CRS03010,Application Systems Programming,Computing & IT,0.837937768
CRS00127,Real-Time Embedded Systems Concepts and Practices,Computing & IT,3,CRS03339,Protecting Cloud Architecture with Alibaba Cloud,Computing & IT,0.836164523
CRS00127,Real-Time Embedded Systems Concepts and Practices,Computing & IT,4,CRS00013,Hacking and Patching,Computing & IT,0.835325125
CRS00127,Real-Time Embedded Systems Concepts and Practices,Computing & IT,5,CRS01028,"Cybersecurity Roles, Processes & Operating System Security",Computing & IT,0.832327081
CRS00127,Real-Time Embedded Systems Concepts and Practices,Computing & IT,6,CRS02039,Algorithmic Thinking (Part 1),Computing & IT,0.830200873
CRS00127,Real-Time Embedded Systems Concepts and Practices,Computing & IT,7,CRS00175,Using Python to Interact with the Operating System,Computing & IT,0.830170824
CRS00127,Real-Time Embedded Systems Concepts and Practices,Computing & IT,8,CRS02948,Managing Change when Moving to Google Cloud,Computing & IT,0.829738343
CRS00127,Real-Time Embedded Systems Concepts and Practices,Computing & IT,9,CRS02060,Natural Language Processing in TensorFlow,Computing & IT,0.829188392
CRS00127,Real-Time Embedded Systems Concepts and Practices,Computing & IT,10,CRS03394,Requirements Gathering for Secure Software Development,Computing & IT,0.828934231
CRS00128,Create a Virtual Classroom using Google Slides,Education Studies,1,CRS02809,Increase Student Buy in with Google Slides,Education Studies,0.905853488
CRS00128,Create a Virtual Classroom using Google Slides,Education Studies,2,CRS02257,Building Classroom Community Using Flipgrid,Education Studies,0.898410419
CRS00128,Create a Virtual Classroom using Google Slides,Education Studies,3,CRS02242,Performance Assessment in the Virtual Classroom,Education Studies,0.863960582
CRS00128,Create a Virtual Classroom using Google Slides,Education Studies,4,CRS00118,Improving Classroom Management with Class Dojo,Education Studies,0.859067484
CRS00128,Create a Virtual Classroom using Google Slides,Education Studies,5,CRS02451,Getting Started with Google Classroom,Education Studies,0.856025761
CRS00128,Create a Virtual Classroom using Google Slides,Education Studies,6,CRS01121,Get Interactive: Practical Teaching with Technology,Education Studies,0.855794054
CRS00128,Create a Virtual Classroom using Google Slides,Education Studies,7,CRS03233,Virtual Teacher Final Project,Education Studies,0.854195479
CRS00128,Create a Virtual Classroom using Google Slides,Education Studies,8,CRS01970,Inclusive Online Teaching Teach-Out,Education Studies,0.853596016
CRS00128,Create a Virtual Classroom using Google Slides,Education Studies,9,CRS00059,Foundations of Teaching for Learning: Introduction,Education Studies,0.848287232
CRS00128,Create a Virtual Classroom using Google Slides,Education Studies,10,CRS01980,Powerful Tools for Teaching and Learning: Web 2.0 Tools,Education Studies,0.848131614
CRS00129,Security and Privacy for Big Data - Part 1,Other,1,CRS02784,IT Security: Defense against the digital dark arts,Other,0.872511833
CRS00129,Security and Privacy for Big Data - Part 1,Other,2,CRS02791,Metaliteracy: Empowering Yourself in a Connected World,Other,0.850909135
CRS00129,Security and Privacy for Big Data - Part 1,Other,3,CRS01099,Survey Data Collection and Analytics Project (Capstone),Other,0.850823848
CRS00129,Security and Privacy for Big Data - Part 1,Other,4,CRS01177,Introduction to Data Analytics,Other,0.847066933
CRS00129,Security and Privacy for Big Data - Part 1,Other,5,CRS01760,Social Network Analysis,Other,0.846894506
CRS00129,Security and Privacy for Big Data - Part 1,Other,6,CRS01383,Measuring Stock Liquidity,Other,0.842007946
CRS00129,Security and Privacy for Big Data - Part 1,Other,7,CRS03057,Whatï¿½s Your Big Idea?,Other,0.839893411
CRS00129,Security and Privacy for Big Data - Part 1,Other,8,CRS02756,Spatial Analysis and Satellite Imagery in a GIS,Other,0.83922116
CRS00129,Security and Privacy for Big Data - Part 1,Other,9,CRS03327,Build a Google Firebase Web Application,Other,0.838318031
CRS00129,Security and Privacy for Big Data - Part 1,Other,10,CRS01715,Exploratory Data Analysis with Seaborn,Other,0.836301397
CRS00131,Teaching Intermediate Grammar Project,Education Studies,1,CRS00236,Strategies for Teaching Perfect Tenses and Modals,Education Studies,0.90424173
CRS00131,Teaching Intermediate Grammar Project,Education Studies,2,CRS00868,Teach English Now! Capstone Project 2,Education Studies,0.873226654
CRS00131,Teaching Intermediate Grammar Project,Education Studies,3,CRS00479,Teaching Impacts of Technology: Fundamentals,Education Studies,0.834535267
CRS00131,Teaching Intermediate Grammar Project,Education Studies,4,CRS01596,ELL Success in the Content Classroom: Capstone Project,Education Studies,0.834259294
CRS00131,Teaching Intermediate Grammar Project,Education Studies,5,CRS02987,Teaching and Assessing Clinical Skills,Education Studies,0.830332975
CRS00131,Teaching Intermediate Grammar Project,Education Studies,6,CRS00842,Teaching Impacts of Technology: Workplace of the Future,Education Studies,0.829288156
CRS00131,Teaching Intermediate Grammar Project,Education Studies,7,CRS03233,Virtual Teacher Final Project,Education Studies,0.828463567
CRS00131,Teaching Intermediate Grammar Project,Education Studies,8,CRS01355,Resilient Teaching Through Times of Crisis and Change,Education Studies,0.827452421
CRS00131,Teaching Intermediate Grammar Project,Education Studies,9,CRS02874,Instructional Methods in Health Professions Education,Education Studies,0.826942018
CRS00131,Teaching Intermediate Grammar Project,Education Studies,10,CRS02702,Managing Your Money: MBA Insights for Undergraduates,Education Studies,0.825125062
CRS00141,Setting Expectations & Assessing Performance Issues,Other,1,CRS00829,Building Your Leadership Skills,Other,0.859024659
CRS00141,Setting Expectations & Assessing Performance Issues,Other,2,CRS00682,Expanding SEL,Other,0.850967087
CRS00141,Setting Expectations & Assessing Performance Issues,Other,3,CRS01171,MOOC: How to make a MOOC?,Other,0.849163314
CRS00141,Setting Expectations & Assessing Performance Issues,Other,4,CRS02466,Introduction to Docker: Build Your Own Portfolio Site,Other,0.849002898
