course_id,course_name,topic,rank,neighbour_id,neighbour_name,neighbour_topic,similarity
CRS00029,"Philosophy, Science and Religion: Philosophy and Religion",Humanities,9,CRS03267,Miracles of Human Language: An Introduction to Linguistics,Humanities,0.797192789
CRS00029,"Philosophy, Science and Religion: Philosophy and Religion",Humanities,10,CRS00946,Interactive Word Embeddings using Word2Vec and Plotly,Humanities,0.796323321
CRS00040,Protecting Business Innovations via Patent,Engineering,1,CRS03268,Introduction to numerical analysis,Engineering,0.838892566
CRS00040,Protecting Business Innovations via Patent,Engineering,2,CRS03163,"Pressure, Force, Motion, and Humidity Sensors",Engineering,0.829272493
CRS00040,Protecting Business Innovations via Patent,Engineering,3,CRS01251,Factorial and Fractional Factorial Designs,Engineering,0.82765271
CRS00040,Protecting Business Innovations via Patent,Engineering,4,CRS00810,Predictive Modeling and Machine Learning with MATLAB,Engineering,0.826404857
CRS00040,Protecting Business Innovations via Patent,Engineering,5,CRS03134,Battery Pack Balancing and Power Estimation,Engineering,0.82381549
CRS00040,Protecting Business Innovations via Patent,Engineering,6,CRS01769,Foundations of Healthcare Systems Engineering,Engineering,0.821254557
CRS00040,Protecting Business Innovations via Patent,Engineering,7,CRS02400,"The Power of Machine Learning: Boost Business, Accumulate Clicks, Fight Fraud, and Deny Deadbeats",Engineering,0.820985273
CRS00040,Protecting Business Innovations via Patent,Engineering,8,CRS00746,General Academic English,Engineering,0.81851202
CRS00040,Protecting Business Innovations via Patent,Engineering,9,CRS02143,Cyber Security in Manufacturing,Engineering,0.817515476
CRS00040,Protecting Business Innovations via Patent,Engineering,10,CRS03033,Battery State-of-Health (SOH) Estimation,Engineering,0.816305488
CRS00043,Disability Inclusion in Education: Building Systems of Support,Education Studies,1,CRS02790,Educating Deaf Children: Becoming an Empowered Teacher,Education Studies,0.861662746
CRS00043,Disability Inclusion in Education: Building Systems of Support,Education Studies,2,CRS02272,Disability Awareness and Support,Education Studies,0.851536665
CRS00043,Disability Inclusion in Education: Building Systems of Support,Education Studies,3,CRS01970,Inclusive Online Teaching Teach-Out,Education Studies,0.846698746
CRS00043,Disability Inclusion in Education: Building Systems of Support,Education Studies,4,CRS00203,Basics of Inclusive Design for Online Education,Education Studies,0.843076077
CRS00043,Disability Inclusion in Education: Building Systems of Support,Education Studies,5,CRS02683,What future for education?,Education Studies,0.835733095
CRS00043,Disability Inclusion in Education: Building Systems of Support,Education Studies,6,CRS00489,Teaching Character and Creating Positive Classrooms,Education Studies,0.835532285
CRS00043,Disability Inclusion in Education: Building Systems of Support,Education Studies,7,CRS00059,Foundations of Teaching for Learning: Introduction,Education Studies,0.832198726
CRS00043,Disability Inclusion in Education: Building Systems of Support,Education Studies,8,CRS00479,Teaching Impacts of Technology: Fundamentals,Education Studies,0.826871279
CRS00043,Disability Inclusion in Education: Building Systems of Support,Education Studies,9,CRS00842,Teaching Impacts of Technology: Workplace of the Future,Education Studies,0.826365754
CRS00043,Disability Inclusion in Education: Building Systems of Support,Education Studies,10,CRS01329,Teaching Science at University,Education Studies,0.824875277
CRS00044,Introduction to Cybersecurity Tools & Cyber Attacks,Computing & IT,1,CRS01028,"Cybersecurity Roles, Processes & Operating System Security",Computing & IT,0.937349365
CRS00044,Introduction to Cybersecurity Tools & Cyber Attacks,Computing & IT,2,CRS02270,Basic System Programming on IBM Z,Computing & IT,0.852834063
CRS00044,Introduction to Cybersecurity Tools & Cyber Attacks,Computing & IT,3,CRS03010,Application Systems Programming,Computing & IT,0.832373154
CRS00044,Introduction to Cybersecurity Tools & Cyber Attacks,Computing & IT,4,CRS01341,Learn to Teach Java: Inheritance and Recursion,Computing & IT,0.831643793
CRS00044,Introduction to Cybersecurity Tools & Cyber Attacks,Computing & IT,5,CRS01218,"Introduction to Data, Signal, and Image Analysis with MATLAB",Computing & IT,0.831628704
CRS00044,Introduction to Cybersecurity Tools & Cyber Attacks,Computing & IT,6,CRS00611,Parallel Programming in Java,Computing & IT,0.831088896
CRS00044,Introduction to Cybersecurity Tools & Cyber Attacks,Computing & IT,7,CRS02948,Managing Change when Moving to Google Cloud,Computing & IT,0.82897283
CRS00044,Introduction to Cybersecurity Tools & Cyber Attacks,Computing & IT,8,CRS00448,Learn to Teach Java: ArrayLists and 2D Arrays,Computing & IT,0.827843734
CRS00044,Introduction to Cybersecurity Tools & Cyber Attacks,Computing & IT,9,CRS02493,Linear Regression with Python,Computing & IT,0.827568985
CRS00044,Introduction to Cybersecurity Tools & Cyber Attacks,Computing & IT,10,CRS00755,Learn to Teach Java: Writing Classes and Arrays,Computing & IT,0.827458133
CRS00052,"Managing Asthma, Allergies, Diabetes, and Seizures in School",Health & Medicine,1,CRS00723,EMT Foundations,Health & Medicine,0.867768767
CRS00052,"Managing Asthma, Allergies, Diabetes, and Seizures in School",Health & Medicine,2,CRS02332,Service Transformed: Lessons in U.S. Veteran Centered Care,Health & Medicine,0.852794714
CRS00052,"Managing Asthma, Allergies, Diabetes, and Seizures in School",Health & Medicine,3,CRS03014,"HI-FIVE: Health Informatics For Innovation, Value & Enrichment (Social/Peer Perspective)",Health & Medicine,0.852636035
CRS00052,"Managing Asthma, Allergies, Diabetes, and Seizures in School",Health & Medicine,4,CRS03357,Health Care IT: Challenges and Opportunities,Health & Medicine,0.850596599
CRS00052,"Managing Asthma, Allergies, Diabetes, and Seizures in School",Health & Medicine,5,CRS03246,Case Studies in Personalized Medicine,Health & Medicine,0.84220676
CRS00052,"Managing Asthma, Allergies, Diabetes, and Seizures in School",Health & Medicine,6,CRS02905,Global Health Policy,Health & Medicine,0.842102357
CRS00052,"Managing Asthma, Allergies, Diabetes, and Seizures in School",Health & Medicine,7,CRS01061,Logistic Regression in R for Public Health,Health & Medicine,0.839480906
CRS00052,"Managing Asthma, Allergies, Diabetes, and Seizures in School",Health & Medicine,8,CRS01497,Foundations of Public Health Practice: The Public Health Toolkit,Health & Medicine,0.839470227
CRS00052,"Managing Asthma, Allergies, Diabetes, and Seizures in School",Health & Medicine,9,CRS02792,"Bats, Ducks, and Pandemics: An Introduction to One Health Policy",Health & Medicine,0.83897905
CRS00052,"Managing Asthma, Allergies, Diabetes, and Seizures in School",Health & Medicine,10,CRS01179,"Cannabis, Mental Health, and Brain Disorders",Health & Medicine,0.838104413
CRS00056,Intercultural Communication and Conflict Resolution,Humanities,1,CRS00579,Management of Fashion and Luxury Companies,Humanities,0.825505729
CRS00056,Intercultural Communication and Conflict Resolution,Humanities,2,CRS03288,English for Effective Business Writing,Humanities,0.818556174
CRS00056,Intercultural Communication and Conflict Resolution,Humanities,3,CRS03236,High-Impact Business Writing,Humanities,0.816008196
CRS00056,Intercultural Communication and Conflict Resolution,Humanities,4,CRS03015,Foundational Skills for Communicating About Health,Humanities,0.813523084
CRS00056,Intercultural Communication and Conflict Resolution,Humanities,5,CRS02815,Automating Team Communication with Google Sheets and Apps Script,Humanities,0.810621918
CRS00056,Intercultural Communication and Conflict Resolution,Humanities,6,CRS00218,Technical Writing,Humanities,0.807733804
CRS00056,Intercultural Communication and Conflict Resolution,Humanities,7,CRS00440,The Fall and Rise of Jerusalem,Humanities,0.801222436
CRS00056,Intercultural Communication and Conflict Resolution,Humanities,8,CRS01044,Learning How to Learn: Powerful mental tools to help you master tough subjects,Humanities,0.801140703
CRS00056,Intercultural Communication and Conflict Resolution,Humanities,9,CRS03214,From Freedom Rides to Ferguson: Narratives of Nonviolence in the American Civil Rights Movement,Humanities,0.801012904
CRS00056,Intercultural Communication and Conflict Resolution,Humanities,10,CRS00429,Digital Media and Marketing Principles,Humanities,0.800086256
CRS00059,Foundations of Teaching for Learning: Introduction,Education Studies,1,CRS00460,Foundations of Teaching for Learning: Developing Relationships,Education Studies,0.943394241
CRS00059,Foundations of Teaching for Learning: Introduction,Education Studies,2,CRS02043,University Teaching,Education Studies,0.867074734
CRS00059,Foundations of Teaching for Learning: Introduction,Education Studies,3,CRS01227,Foundations of Teaching for Learning Capstone: The Reflective Practitioner,Education Studies,0.862865984
CRS00059,Foundations of Teaching for Learning: Introduction,Education Studies,4,CRS01329,Teaching Science at University,Education Studies,0.851621342
CRS00059,Foundations of Teaching for Learning: Introduction,Education Studies,5,CRS01980,Powerful Tools for Teaching and Learning: Web 2.0 Tools,Education Studies,0.846106821
CRS00059,Foundations of Teaching for Learning: Introduction,Education Studies,6,CRS03233,Virtual Teacher Final Project,Education Studies,0.844014005
CRS00059,Foundations of Teaching for Learning: Introduction,Education Studies,7,CRS02683,What future for education?,Education Studies,0.8364555
CRS00059,Foundations of Teaching for Learning: Introduction,Education Studies,8,CRS00131,Teaching Intermediate Grammar Project,Education Studies,0.836009179
CRS00059,Foundations of Teaching for Learning: Introduction,Education Studies,9,CRS01355,Resilient Teaching Through Times of Crisis and Change,Education Studies,0.834148279
CRS00059,Foundations of Teaching for Learning: Introduction,Education Studies,10,CRS00043,Disability Inclusion in Education: Building Systems of Support,Education Studies,0.832198726
CRS00064,Japanese for beginners 2,Humanities,1,CRS02491,Words Spun Out of Images: Visual and Literary Culture in Nineteenth Century Japan,Humanities,0.877698509
CRS00064,Japanese for beginners 2,Humanities,2,CRS00602,Writing in English at University,Humanities,0.833627938
CRS00064,Japanese for beginners 2,Humanities,3,CRS03267,Miracles of Human Language: An Introduction to Linguistics,Humanities,0.833366398
CRS00064,Japanese for beginners 2,Humanities,4,CRS03288,English for Effective Business Writing,Humanities,0.825468761
CRS00064,Japanese for beginners 2,Humanities,5,CRS01472,Teaching EFL/ESL Reading: A Task Based Approach,Humanities,0.819328434
CRS00064,Japanese for beginners 2,Humanities,6,CRS03241,Big data and Language 1,Humanities,0.812597332
CRS00064,Japanese for beginners 2,Humanities,7,CRS01044,Learning How to Learn: Powerful mental tools to help you master tough subjects,Humanities,0.809823573
CRS00064,Japanese for beginners 2,Humanities,8,CRS00579,Management of Fashion and Luxury Companies,Humanities,0.809366803
CRS00064,Japanese for beginners 2,Humanities,9,CRS00218,Technical Writing,Humanities,0.809179575
CRS00064,Japanese for beginners 2,Humanities,10,CRS02108,Business English: Marketing and Sales,Humanities,0.807913667
CRS00074,Predictive Modeling and Analytics,Business,1,CRS00256,Introduction to Accounting Data Analytics and Visualization,Business,0.852738733
CRS00074,Predictive Modeling and Analytics,Business,2,CRS01117,Business Strategy in Practice (Project-centered Course),Business,0.837603666
CRS00074,Predictive Modeling and Analytics,Business,3,CRS00204,"Making Successful Decisions through the Strategy, Law & Ethics Model",Business,0.836777444
CRS00074,Predictive Modeling and Analytics,Business,4,CRS00543,Data Management and Visualization,Business,0.827697656
CRS00074,Predictive Modeling and Analytics,Business,5,CRS00633,Finance for Non-Financial Professionals,Business,0.826687212
CRS00074,Predictive Modeling and Analytics,Business,6,CRS03179,Value Chain Management Capstone,Business,0.822576714
CRS00074,Predictive Modeling and Analytics,Business,7,CRS01246,Business Analysis & Process Management,Business,0.819599427
CRS00074,Predictive Modeling and Analytics,Business,8,CRS02916,Business English: Meetings,Business,0.8182203
CRS00074,Predictive Modeling and Analytics,Business,9,CRS02246,Sales Management,Business,0.817051898
CRS00074,Predictive Modeling and Analytics,Business,10,CRS00657,Business Model Innovation,Business,0.815877819
CRS00076,ART of the MOOC: Public Art and Pedagogy,Humanities,1,CRS00747,"The American South: Its Stories, Music, and Art",Humanities,0.868029704
CRS00076,ART of the MOOC: Public Art and Pedagogy,Humanities,2,CRS00670,Antisemitism: From Its Origins to the Present,Humanities,0.856044189
CRS00076,ART of the MOOC: Public Art and Pedagogy,Humanities,3,CRS00679,"The Music of the Rolling Stones, 1962-1974",Humanities,0.841729527
CRS00076,ART of the MOOC: Public Art and Pedagogy,Humanities,4,CRS02491,Words Spun Out of Images: Visual and Literary Culture in Nineteenth Century Japan,Humanities,0.840578197
CRS00076,ART of the MOOC: Public Art and Pedagogy,Humanities,5,CRS00440,The Fall and Rise of Jerusalem,Humanities,0.839164315
CRS00076,ART of the MOOC: Public Art and Pedagogy,Humanities,6,CRS02700,Music Production Capstone,Humanities,0.831183842
CRS00076,ART of the MOOC: Public Art and Pedagogy,Humanities,7,CRS00662,Healing with the Arts,Humanities,0.823041844
CRS00076,ART of the MOOC: Public Art and Pedagogy,Humanities,8,CRS01711,"Applied Public History: Places, People, Stories",Humanities,0.822242241
CRS00076,ART of the MOOC: Public Art and Pedagogy,Humanities,9,CRS00686,Copyright for Educators & Librarians,Humanities,0.818802566
CRS00076,ART of the MOOC: Public Art and Pedagogy,Humanities,10,CRS01616,Sharpened Visions: A Poetry Workshop,Humanities,0.815182895
CRS00087,Build Random Forests in R with Azure ML Studio,Engineering,1,CRS00172,Introduction to Git and GitHub,Engineering,0.849804294
CRS00087,Build Random Forests in R with Azure ML Studio,Engineering,2,CRS03134,Battery Pack Balancing and Power Estimation,Engineering,0.838404558
CRS00087,Build Random Forests in R with Azure ML Studio,Engineering,3,CRS02712,"Engineering Project Management: Risk, Quality, Teams, and Procurement",Engineering,0.835893588
CRS00087,Build Random Forests in R with Azure ML Studio,Engineering,4,CRS01809,Modeling and Debugging Embedded Systems,Engineering,0.835263082
CRS00087,Build Random Forests in R with Azure ML Studio,Engineering,5,CRS00810,Predictive Modeling and Machine Learning with MATLAB,Engineering,0.833227654
CRS00087,Build Random Forests in R with Azure ML Studio,Engineering,6,CRS03268,Introduction to numerical analysis,Engineering,0.833035506
CRS00087,Build Random Forests in R with Azure ML Studio,Engineering,7,CRS01777,AI Workflow: Feature Engineering and Bias Detection,Engineering,0.83186375
CRS00087,Build Random Forests in R with Azure ML Studio,Engineering,8,CRS02868,Engineering Systems in Motion: Dynamics of Particles and Bodies in 2D Motion,Engineering,0.829194301
CRS00087,Build Random Forests in R with Azure ML Studio,Engineering,9,CRS00730,Advanced Engineering Systems in Motion: Dynamics of Three Dimensional (3D) Motion,Engineering,0.828553464
CRS00087,Build Random Forests in R with Azure ML Studio,Engineering,10,CRS01362,Electrodynamics: An Introduction,Engineering,0.826659576
CRS00118,Improving Classroom Management with Class Dojo,Education Studies,1,CRS01596,ELL Success in the Content Classroom: Capstone Project,Education Studies,0.843162083
CRS00118,Improving Classroom Management with Class Dojo,Education Studies,2,CRS02451,Getting Started with Google Classroom,Education Studies,0.837921967
CRS00118,Improving Classroom Management with Class Dojo,Education Studies,3,CRS00128,Create a Virtual Classroom using Google Slides,Education Studies,0.834998481
CRS00118,Improving Classroom Management with Class Dojo,Education Studies,4,CRS00489,Teaching Character and Creating Positive Classrooms,Education Studies,0.833952974
CRS00118,Improving Classroom Management with Class Dojo,Education Studies,5,CRS02809,Increase Student Buy in with Google Slides,Education Studies,0.833616829
CRS00118,Improving Classroom Management with Class Dojo,Education Studies,6,CRS02257,Building Classroom Community Using Flipgrid,Education Studies,0.831472146
CRS00118,Improving Classroom Management with Class Dojo,Education Studies,7,CRS01980,Powerful Tools for Teaching and Learning: Web 2.0 Tools,Education Studies,0.826544431
CRS00118,Improving Classroom Management with Class Dojo,Education Studies,8,CRS00364,Journeys to Education Teach-Out,Education Studies,0.823863174
CRS00118,Improving Classroom Management with Class Dojo,Education Studies,9,CRS02560,Get Organized: How to be a Together Teacher,Education Studies,0.823845357
CRS00118,Improving Classroom Management with Class Dojo,Education Studies,10,CRS02129,Analysing Complexity,Education Studies,0.823429209
CRS00127,Real-Time Embedded Systems Concepts and Practices,Computing & IT,1,CRS03053,Create Python Linux Script to Generate a Disk Usage Report,Computing & IT,0.833689158
CRS00127,Real-Time Embedded Systems Concepts and Practices,Computing & IT,2,CRS02907,Kotlin for Java Developers,Computing & IT,0.827167065
CRS00127,Real-Time Embedded Systems Concepts and Practices,Computing & IT,3,CRS01028,"Cybersecurity Roles, Processes & Operating System Security",Computing & IT,0.827160849
CRS00127,Real-Time Embedded Systems Concepts and Practices,Computing & IT,4,CRS03010,Application Systems Programming,Computing & IT,0.825150234
CRS00127,Real-Time Embedded Systems Concepts and Practices,Computing & IT,5,CRS02510,Security Best Practices in Google Cloud,Computing & IT,0.822420274
CRS00127,Real-Time Embedded Systems Concepts and Practices,Computing & IT,6,CRS00410,Recommender Systems Capstone,Computing & IT,0.820830361
CRS00127,Real-Time Embedded Systems Concepts and Practices,Computing & IT,7,CRS00175,Using Python to Interact with the Operating System,Computing & IT,0.816344766
CRS00127,Real-Time Embedded Systems Concepts and Practices,Computing & IT,8,CRS00611,Parallel Programming in Java,Computing & IT,0.814952701
CRS00127,Real-Time Embedded Systems Concepts and Practices,Computing & IT,9,CRS00013,Hacking and Patching,Computing & IT,0.814344741
CRS00127,Real-Time Embedded Systems Concepts and Practices,Computing & IT,10,CRS02039,Algorithmic Thinking (Part 1),Computing & IT,0.813669362
CRS00128,Create a Virtual Classroom using Google Slides,Education Studies,1,CRS02809,Increase Student Buy in with Google Slides,Education Studies,0.895909294
CRS00128,Create a Virtual Classroom using Google Slides,Education Studies,2,CRS02257,Building Classroom Community Using Flipgrid,Education Studies,0.885621046
CRS00128,Create a Virtual Classroom using Google Slides,Education Studies,3,CRS02242,Performance Assessment in the Virtual Classroom,Education Studies,0.846686753
CRS00128,Create a Virtual Classroom using Google Slides,Education Studies,4,CRS02451,Getting Started with Google Classroom,Education Studies,0.835134389
CRS00128,Create a Virtual Classroom using Google Slides,Education Studies,5,CRS00118,Improving Classroom Management with Class Dojo,Education Studies,0.834998481
CRS00128,Create a Virtual Classroom using Google Slides,Education Studies,6,CRS02043,University Teaching,Education Studies,0.823916785
CRS00128,Create a Virtual Classroom using Google Slides,Education Studies,7,CRS03233,Virtual Teacher Final Project,Education Studies,0.820676565
CRS00128,Create a Virtual Classroom using Google Slides,Education Studies,8,CRS01329,Teaching Science at University,Education Studies,0.819914129
CRS00128,Create a Virtual Classroom using Google Slides,Education Studies,9,CRS01355,Resilient Teaching Through Times of Crisis and Change,Education Studies,0.818976823
CRS00128,Create a Virtual Classroom using Google Slides,Education Studies,10,CRS01596,ELL Success in the Content Classroom: Capstone Project,Education Studies,0.818422545
CRS00129,Security and Privacy for Big Data - Part 1,Other,1,CRS02784,IT Security: Defense against the digital dark arts,Other,0.857046163
CRS00129,Security and Privacy for Big Data - Part 1,Other,2,CRS01177,Introduction to Data Analytics,Other,0.851497889
CRS00129,Security and Privacy for Big Data - Part 1,Other,3,CRS02756,Spatial Analysis and Satellite Imagery in a GIS,Other,0.84079155
CRS00129,Security and Privacy for Big Data - Part 1,Other,4,CRS01327,C++ Arrays and Loops,Other,0.831614687
CRS00129,Security and Privacy for Big Data - Part 1,Other,5,CRS01908,Using Google Forms to Analyze User Research Data,Other,0.829470022
CRS00129,Security and Privacy for Big Data - Part 1,Other,6,CRS01099,Survey Data Collection and Analytics Project (Capstone),Other,0.826233827
CRS00129,Security and Privacy for Big Data - Part 1,Other,7,CRS03057,Whatï¿½s Your Big Idea?,Other,0.819455569
CRS00129,Security and Privacy for Big Data - Part 1,Other,8,CRS01280,Research Design: Inquiry and Discovery,Other,0.818660984
CRS00129,Security and Privacy for Big Data - Part 1,Other,9,CRS01715,Exploratory Data Analysis with Seaborn,Other,0.816986595
CRS00129,Security and Privacy for Big Data - Part 1,Other,10,CRS02836,IBM Customer Engagement Specialist Professional Certificate,Other,0.814348604
CRS00131,Teaching Intermediate Grammar Project,Education Studies,1,CRS00868,Teach English Now! Capstone Project 2,Education Studies,0.881605436
CRS00131,Teaching Intermediate Grammar Project,Education Studies,2,CRS00236,Strategies for Teaching Perfect Tenses and Modals,Education Studies,0.88074319
CRS00131,Teaching Intermediate Grammar Project,Education Studies,3,CRS00059,Foundations of Teaching for Learning: Introduction,Education Studies,0.836009179
CRS00131,Teaching Intermediate Grammar Project,Education Studies,4,CRS01355,Resilient Teaching Through Times of Crisis and Change,Education Studies,0.835561942
CRS00131,Teaching Intermediate Grammar Project,Education Studies,5,CRS01294,Assessment in Higher Education: Professional Development for Teachers,Education Studies,0.834269373
CRS00131,Teaching Intermediate Grammar Project,Education Studies,6,CRS03233,Virtual Teacher Final Project,Education Studies,0.832826661
CRS00131,Teaching Intermediate Grammar Project,Education Studies,7,CRS02624,MOS Transistors,Education Studies,0.830897024
CRS00131,Teaching Intermediate Grammar Project,Education Studies,8,CRS01970,Inclusive Online Teaching Teach-Out,Education Studies,0.828857708
CRS00131,Teaching Intermediate Grammar Project,Education Studies,9,CRS01596,ELL Success in the Content Classroom: Capstone Project,Education Studies,0.827790025
CRS00131,Teaching Intermediate Grammar Project,Education Studies,10,CRS02043,University Teaching,Education Studies,0.825873465
CRS00141,Setting Expectations & Assessing Performance Issues,Other,1,CRS00829,Building Your Leadership Skills,Other,0.843391611
CRS00141,Setting Expectations & Assessing Performance Issues,Other,2,CRS01171,MOOC: How to make a MOOC?,Other,0.836349729
CRS00141,Setting Expectations & Assessing Performance Issues,Other,3,CRS01025,Create a Resume and Cover Letter with Google Docs,Other,0.828663675
CRS00141,Setting Expectations & Assessing Performance Issues,Other,4,CRS01280,Research Design: Inquiry and Discovery,Other,0.826515451
CRS00141,Setting Expectations & Assessing Performance Issues,Other,5,CRS02506,Geodesign: Change Your World,Other,0.82213099
